YEAR,MO,DY,T2M_MAX,T2M_MIN
2008,10,29,8.62,-0.48
2008,10,30,6.3,-0.64
2008,10,31,7.95,2.33
2008,11,1,12.25,3.72
2008,11,2,11.4,5.93
2008,11,3,16.91,6.94
2008,11,4,16.16,6.32
2008,11,5,9.83,6.79
2008,11,6,10.42,5.49
2008,11,7,10.67,3.67
2008,11,8,12.08,3.54
2008,11,9,11.95,7.77
2008,11,10,15.08,11.6
2008,11,11,13.05,7.23
2008,11,12,9.62,3.86
2008,11,13,11.46,3.0
2008,11,14,10.5,4.22
2008,11,15,12.5,7.16
2008,11,16,13.62,8.14
2008,11,17,9.1,4.28
2008,11,18,11.03,6.24
2008,11,19,10.64,4.99
2008,11,20,13.21,6.23
2008,11,21,11.35,3.83
2008,11,22,5.98,-1.52
2008,11,23,5.19,-3.83
2008,11,24,6.52,-2.54
2008,11,25,6.3,-2.44
2008,11,26,6.38,0.55
2008,11,27,3.98,0.79
2008,11,28,3.78,-1.34
2008,11,29,4.01,-1.72
2008,11,30,3.94,-1.07
2008,12,1,4.86,0.86
2008,12,2,5.4,-1.59
2008,12,3,5.37,-1.35
2008,12,4,8.3,-0.73
2008,12,5,6.75,3.51
2008,12,6,7.85,1.6
2008,12,7,3.86,-0.42
2008,12,8,3.38,-2.15
2008,12,9,2.46,-1.96
2008,12,10,3.75,-1.75
2008,12,11,3.42,-3.07
2008,12,12,1.5,-4.17
2008,12,13,1.5,-4.23
2008,12,14,2.24,-0.03
2008,12,15,2.85,-1.81
2008,12,16,0.41,-2.19
2008,12,17,3.31,-2.14
2008,12,18,4.81,-0.56
2008,12,19,8.33,2.47
2008,12,20,9.81,3.3
2008,12,21,9.39,5.98
2008,12,22,9.47,6.44
2008,12,23,6.84,1.98
2008,12,24,4.67,1.64
2008,12,25,6.69,0.67
2008,12,26,2.84,-3.6
2008,12,27,1.6,-4.24
2008,12,28,0.75,-4.21
2008,12,29,0.92,-4.5
2008,12,30,-0.04,-5.2
2008,12,31,2.11,-2.49
2009,1,1,1.12,-4.57
2009,1,2,1.7,-5.47
2009,1,3,1.08,-6.96
2009,1,4,0.47,-6.78
2009,1,5,0.01,-3.63
2009,1,6,-3.35,-10.8
2009,1,7,-0.82,-12.33
2009,1,8,0.26,-9.01
2009,1,9,-1.79,-9.56
2009,1,10,-0.16,-7.97
2009,1,11,2.36,-6.81
2009,1,12,3.03,-3.57
2009,1,13,2.5,-0.38
2009,1,14,3.59,-0.05
2009,1,15,3.98,-1.68
2009,1,16,2.35,-1.08
2009,1,17,4.91,1.61
2009,1,18,7.18,2.74
2009,1,19,9.59,1.19
2009,1,20,3.95,0.57
2009,1,21,3.96,-1.07
2009,1,22,5.31,0.28
2009,1,23,9.45,0.65
2009,1,24,3.24,-2.03
2009,1,25,5.62,-1.07
2009,1,26,5.18,0.35
2009,1,27,5.22,-0.97
2009,1,28,4.02,-3.88
2009,1,29,3.51,-4.25
2009,1,30,3.86,-2.99
2009,1,31,3.91,-3.54
2009,2,1,1.7,-5.34
2009,2,2,2.18,-2.47
2009,2,3,2.17,-4.99
2009,2,4,1.49,-7.08
2009,2,5,6.32,0.91
2009,2,6,8.21,-0.07
2009,2,7,1.97,-3.01
2009,2,8,4.39,-2.77
2009,2,9,9.44,0.09
2009,2,10,9.49,-1.02
2009,2,11,6.81,-2.55
2009,2,12,4.47,-1.69
2009,2,13,3.74,-1.54
2009,2,14,4.77,-3.62
2009,2,15,4.71,-3.19
2009,2,16,8.21,0.71
2009,2,17,8.0,3.79
2009,2,18,7.2,-2.99
2009,2,19,6.9,-2.81
2009,2,20,8.86,1.33
2009,2,21,8.69,1.73
2009,2,22,8.14,2.52
2009,2,23,8.83,3.03
2009,2,24,8.37,-0.24
2009,2,25,9.59,-0.04
2009,2,26,9.5,0.28
2009,2,27,8.08,2.48
2009,2,28,12.65,3.78
2009,3,1,12.16,4.89
2009,3,2,11.43,1.03
2009,3,3,10.86,0.07
2009,3,4,5.12,-1.35
2009,3,5,8.62,-2.54
2009,3,6,9.23,-0.82
2009,3,7,10.28,-1.06
2009,3,8,11.64,3.36
2009,3,9,9.64,1.87
2009,3,10,12.3,3.91
2009,3,11,11.4,0.39
2009,3,12,12.32,4.05
2009,3,13,12.78,5.06
2009,3,14,13.04,4.33
2009,3,15,14.51,3.13
2009,3,16,14.38,0.65
2009,3,17,14.84,2.44
2009,3,18,15.38,2.51
2009,3,19,15.37,0.38
2009,3,20,11.52,-0.39
2009,3,21,11.98,-1.21
2009,3,22,11.74,-0.94
2009,3,23,14.25,2.64
2009,3,24,9.07,1.59
2009,3,25,11.54,2.22
2009,3,26,9.43,4.23
2009,3,27,10.36,4.41
2009,3,28,10.09,2.24
2009,3,29,10.25,-0.14
2009,3,30,11.58,-2.54
2009,3,31,14.44,-1.6
2009,4,1,16.16,1.18
2009,4,2,18.14,4.37
2009,4,3,17.55,6.88
2009,4,4,15.07,5.82
2009,4,5,16.95,4.82
2009,4,6,19.61,6.22
2009,4,7,14.96,6.16
2009,4,8,13.1,4.68
2009,4,9,19.42,9.7
2009,4,10,19.35,9.26
2009,4,11,19.24,7.94
2009,4,12,18.93,9.45
2009,4,13,18.11,7.64
2009,4,14,19.01,9.66
2009,4,15,19.96,9.75
2009,4,16,15.08,8.31
2009,4,17,14.42,6.65
2009,4,18,12.43,7.64
2009,4,19,16.25,7.32
2009,4,20,19.59,6.05
2009,4,21,19.63,7.07
2009,4,22,19.09,5.7
2009,4,23,17.42,2.85
2009,4,24,17.44,3.62
2009,4,25,16.2,6.11
2009,4,26,15.02,6.88
2009,4,27,15.42,6.6
2009,4,28,13.3,6.15
2009,4,29,14.49,6.98
2009,4,30,18.43,3.99
2009,5,1,20.15,7.1
2009,5,2,18.14,5.36
2009,5,3,15.32,5.96
2009,5,4,15.53,5.75
2009,5,5,17.51,6.04
2009,5,6,18.64,7.21
2009,5,7,22.79,6.57
2009,5,8,17.86,7.49
2009,5,9,16.79,6.91
2009,5,10,20.37,7.28
2009,5,11,18.36,11.97
2009,5,12,18.7,10.91
2009,5,13,21.67,11.29
2009,5,14,18.64,12.39
2009,5,15,15.88,7.14
2009,5,16,17.27,6.72
2009,5,17,17.39,8.86
2009,5,18,18.25,7.31
2009,5,19,19.2,7.33
2009,5,20,21.91,9.48
2009,5,21,21.15,10.73
2009,5,22,19.73,6.86
2009,5,23,20.93,7.21
2009,5,24,26.37,12.33
2009,5,25,27.58,16.34
2009,5,26,17.95,7.78
2009,5,27,16.54,6.5
2009,5,28,20.58,12.24
2009,5,29,21.86,10.83
2009,5,30,21.88,8.71
2009,5,31,22.09,9.56
2009,6,1,23.94,11.23
2009,6,2,22.98,11.45
2009,6,3,22.09,9.72
2009,6,4,18.64,7.44
2009,6,5,18.57,5.24
2009,6,6,15.55,8.18
2009,6,7,17.6,9.63
2009,6,8,15.49,7.24
2009,6,9,19.24,10.4
2009,6,10,17.67,10.02
2009,6,11,19.33,9.48
2009,6,12,21.64,9.01
2009,6,13,24.78,12.53
2009,6,14,26.58,14.86
2009,6,15,18.05,13.66
2009,6,16,20.97,9.39
2009,6,17,24.01,10.48
2009,6,18,21.53,11.41
2009,6,19,20.03,9.13
2009,6,20,18.59,7.84
2009,6,21,19.57,9.14
2009,6,22,20.08,7.5
2009,6,23,22.01,8.01
2009,6,24,23.49,11.31
2009,6,25,25.36,13.32
2009,6,26,19.93,13.21
2009,6,27,24.84,11.0
2009,6,28,26.26,14.13
2009,6,29,28.29,15.34
2009,6,30,28.62,15.12
2009,7,1,28.34,14.83
2009,7,2,29.9,16.23
2009,7,3,25.61,15.4
2009,7,4,26.63,13.14
2009,7,5,25.94,17.2
2009,7,6,21.88,13.71
2009,7,7,20.68,13.05
2009,7,8,20.69,12.12
2009,7,9,19.97,11.39
2009,7,10,20.68,9.89
2009,7,11,22.4,11.39
2009,7,12,23.87,14.85
2009,7,13,25.01,14.16
2009,7,14,25.54,12.75
2009,7,15,25.18,13.28
2009,7,16,28.46,14.32
2009,7,17,20.17,13.42
2009,7,18,21.61,12.37
2009,7,19,22.08,13.59
2009,7,20,23.89,12.22
2009,7,21,29.76,15.75
2009,7,22,26.74,16.77
2009,7,23,23.3,14.61
2009,7,24,22.24,13.15
2009,7,25,22.65,11.33
2009,7,26,25.02,12.03
2009,7,27,23.28,12.09
2009,7,28,24.33,11.39
2009,7,29,25.04,13.74
2009,7,30,21.8,11.68
2009,7,31,24.44,11.68
2009,8,1,27.09,13.51
2009,8,2,21.84,14.38
2009,8,3,22.84,13.11
2009,8,4,26.55,13.59
2009,8,5,27.64,14.55
2009,8,6,30.25,16.2
2009,8,7,25.5,16.54
2009,8,8,24.5,15.07
2009,8,9,24.44,15.79
2009,8,10,27.35,13.05
2009,8,11,24.86,14.79
2009,8,12,28.28,12.03
2009,8,13,24.86,15.78
2009,8,14,26.15,14.02
2009,8,15,30.74,13.76
2009,8,16,29.27,15.32
2009,8,17,25.67,13.84
2009,8,18,27.46,11.94
2009,8,19,33.6,15.01
2009,8,20,31.2,17.51
2009,8,21,24.2,14.73
2009,8,22,25.58,13.38
2009,8,23,28.12,12.84
2009,8,24,28.7,13.27
2009,8,25,22.94,14.2
2009,8,26,24.97,12.59
2009,8,27,26.6,13.56
2009,8,28,22.53,12.56
2009,8,29,21.91,10.39
2009,8,30,23.31,9.48
2009,8,31,28.3,12.01
2009,9,1,20.67,13.12
2009,9,2,22.03,12.12
2009,9,3,19.43,12.39
2009,9,4,17.13,10.78
2009,9,5,19.85,9.69
2009,9,6,21.43,8.94
2009,9,7,26.13,9.96
2009,9,8,28.33,11.57
2009,9,9,25.69,13.64
2009,9,10,22.3,12.44
2009,9,11,21.21,9.96
2009,9,12,21.12,10.98
2009,9,13,20.27,9.14
2009,9,14,19.58,9.65
2009,9,15,17.54,9.76
2009,9,16,21.18,11.16
2009,9,17,20.69,12.22
2009,9,18,23.9,12.36
2009,9,19,23.16,14.11
2009,9,20,23.85,12.77
2009,9,21,23.09,11.62
2009,9,22,23.0,11.0
2009,9,23,22.0,9.97
2009,9,24,21.45,11.73
2009,9,25,20.85,7.84
2009,9,26,21.25,6.76
2009,9,27,22.7,7.23
2009,9,28,21.48,7.89
2009,9,29,21.51,8.44
2009,9,30,21.95,8.9
2009,10,1,20.6,8.87
2009,10,2,17.32,7.49
2009,10,3,17.25,7.42
2009,10,4,18.33,10.87
2009,10,5,21.34,10.93
2009,10,6,23.0,12.88
2009,10,7,21.97,15.36
2009,10,8,20.14,10.99
2009,10,9,20.33,9.5
2009,10,10,19.32,10.62
2009,10,11,17.83,9.79
2009,10,12,17.22,7.33
2009,10,13,15.51,6.44
2009,10,14,12.87,1.32
2009,10,15,11.45,-1.49
2009,10,16,14.15,1.99
2009,10,17,13.04,3.13
2009,10,18,13.1,1.79
2009,10,19,10.62,0.68
2009,10,20,16.09,0.2
2009,10,21,13.4,7.35
2009,10,22,15.62,6.35
2009,10,23,15.61,6.78
2009,10,24,16.96,8.75
2009,10,25,16.22,7.51
2009,10,26,16.5,6.9
2009,10,27,16.65,5.2
2009,10,28,15.7,5.44
2009,10,29,15.06,5.14
2009,10,30,11.42,5.37
2009,10,31,16.32,5.84
2009,11,1,16.79,8.78
2009,11,2,10.39,6.15
2009,11,3,13.9,5.35
2009,11,4,9.92,6.26
2009,11,5,12.01,6.06
2009,11,6,11.36,6.03
2009,11,7,9.47,3.96
2009,11,8,8.53,1.62
2009,11,9,9.38,2.22
2009,11,10,8.3,2.5
2009,11,11,9.69,2.09
2009,11,12,13.89,4.54
2009,11,13,16.86,9.78
2009,11,14,14.53,9.15
2009,11,15,14.49,8.84
2009,11,16,16.06,8.39
2009,11,17,10.52,6.68
2009,11,18,12.74,6.43
2009,11,19,13.57,5.96
2009,11,20,15.28,7.36
2009,11,21,15.61,8.35
2009,11,22,12.9,6.91
2009,11,23,12.71,6.95
2009,11,24,13.59,9.72
2009,11,25,11.09,6.56
2009,11,26,11.35,6.4
2009,11,27,10.0,5.61
2009,11,28,10.38,6.1
2009,11,29,9.02,5.17
2009,11,30,6.2,3.43
2009,12,1,8.75,2.35
2009,12,2,8.99,2.05
2009,12,3,10.37,3.34
2009,12,4,8.05,0.72
2009,12,5,11.21,2.78
2009,12,6,11.78,4.91
2009,12,7,8.75,3.78
2009,12,8,8.45,4.56
2009,12,9,12.29,5.9
2009,12,10,11.09,2.68
2009,12,11,9.65,2.98
2009,12,12,5.34,-0.46
2009,12,13,3.35,-2.41
2009,12,14,0.48,-5.0
2009,12,15,0.39,-4.97
2009,12,16,0.81,-3.96
2009,12,17,-0.66,-4.21
2009,12,18,-0.82,-5.6
2009,12,19,-3.12,-6.6
2009,12,20,1.65,-7.28
2009,12,21,0.82,-6.53
2009,12,22,1.25,-2.14
2009,12,23,1.38,-3.72
2009,12,24,1.4,-3.35
2009,12,25,3.04,-0.99
2009,12,26,3.0,-1.08
2009,12,27,4.53,-1.23
2009,12,28,2.84,-1.01
2009,12,29,9.58,0.74
2009,12,30,9.11,5.7
2009,12,31,6.29,-2.12
2010,1,1,0.71,-4.41
2010,1,2,2.18,-3.75
2010,1,3,2.89,-5.7
2010,1,4,-1.78,-6.76
2010,1,5,-1.43,-7.53
2010,1,6,-3.46,-8.58
2010,1,7,-1.54,-7.0
2010,1,8,-1.18,-8.83
2010,1,9,-1.93,-5.35
2010,1,10,0.08,-4.25
2010,1,11,1.11,-4.59
2010,1,12,0.39,-4.54
2010,1,13,2.07,-2.71
2010,1,14,3.64,-0.35
2010,1,15,3.47,-0.94
2010,1,16,3.81,-0.04
2010,1,17,6.21,1.2
2010,1,18,5.05,0.86
2010,1,19,3.42,-1.97
2010,1,20,1.66,-2.06
2010,1,21,4.27,-0.9
2010,1,22,6.37,0.01
2010,1,23,2.76,-0.35
2010,1,24,3.46,-0.09
2010,1,25,4.67,-2.87
2010,1,26,0.84,-5.87
2010,1,27,0.49,-6.09
2010,1,28,5.13,0.28
2010,1,29,3.5,-1.85
2010,1,30,1.87,-3.93
2010,1,31,3.31,-3.5
2010,2,1,4.3,-2.26
2010,2,2,4.47,-0.75
2010,2,3,6.56,2.56
2010,2,4,8.56,0.59
2010,2,5,10.48,2.16
2010,2,6,6.51,1.33
2010,2,7,5.72,-0.77
2010,2,8,4.33,-3.06
2010,2,9,0.33,-4.79
2010,2,10,2.11,-5.18
2010,2,11,-1.16,-4.99
2010,2,12,0.66,-6.09
2010,2,13,-1.0,-6.39
2010,2,14,1.8,-7.91
2010,2,15,2.18,-4.51
2010,2,16,2.98,-7.13
2010,2,17,5.49,-4.01
2010,2,18,7.31,-1.18
2010,2,19,5.9,-1.43
2010,2,20,5.1,-1.74
2010,2,21,5.12,-0.56
2010,2,22,11.13,1.69
2010,2,23,13.15,6.36
2010,2,24,11.94,5.59
2010,2,25,11.09,5.83
2010,2,26,9.43,2.45
2010,2,27,10.75,2.37
2010,2,28,11.21,2.23
2010,3,1,10.24,1.31
2010,3,2,11.29,0.42
2010,3,3,8.19,-1.77
2010,3,4,7.85,-3.14
2010,3,5,6.47,-3.66
2010,3,6,7.07,-4.01
2010,3,7,3.7,-4.36
2010,3,8,5.4,-5.21
2010,3,9,4.04,-4.64
2010,3,10,7.32,-4.26
2010,3,11,6.12,-3.3
2010,3,12,7.0,-2.18
2010,3,13,9.08,-1.02
2010,3,14,9.85,-2.3
2010,3,15,12.23,2.22
2010,3,16,12.57,1.51
2010,3,17,14.99,1.89
2010,3,18,15.12,3.88
2010,3,19,17.88,7.68
2010,3,20,17.07,9.11
2010,3,21,11.35,6.2
2010,3,22,14.51,1.21
2010,3,23,15.74,2.33
2010,3,24,18.08,6.22
2010,3,25,15.45,8.26
2010,3,26,12.21,4.8
2010,3,27,12.56,5.19
2010,3,28,13.55,7.04
2010,3,29,16.49,7.48
2010,3,30,12.77,5.32
2010,3,31,9.31,1.23
2010,4,1,10.17,0.35
2010,4,2,9.98,2.06
2010,4,3,11.13,4.67
2010,4,4,10.18,1.14
2010,4,5,14.03,0.68
2010,4,6,17.72,1.3
2010,4,7,17.25,5.8
2010,4,8,14.21,3.41
2010,4,9,16.65,0.72
2010,4,10,15.86,4.14
2010,4,11,13.04,2.62
2010,4,12,12.61,1.33
2010,4,13,14.48,4.61
2010,4,14,15.12,4.21
2010,4,15,15.21,3.28
2010,4,16,14.53,3.26
2010,4,17,16.91,2.1
2010,4,18,19.32,2.7
2010,4,19,18.79,4.72
2010,4,20,16.59,2.83
2010,4,21,15.98,1.78
2010,4,22,15.15,2.65
2010,4,23,18.0,1.57
2010,4,24,21.36,4.18
2010,4,25,20.86,7.98
2010,4,26,17.22,6.39
2010,4,27,19.73,5.86
2010,4,28,23.03,6.5
2010,4,29,23.89,11.55
2010,4,30,17.61,9.06
2010,5,1,17.8,7.64
2010,5,2,14.3,5.63
2010,5,3,10.4,4.14
2010,5,4,13.69,2.6
2010,5,5,12.2,2.59
2010,5,6,15.74,3.35
2010,5,7,14.64,3.95
2010,5,8,15.87,4.78
2010,5,9,16.06,6.89
2010,5,10,15.18,7.17
2010,5,11,7.08,4.31
2010,5,12,11.86,3.26
2010,5,13,12.78,1.62
2010,5,14,13.29,4.53
2010,5,15,15.96,3.2
2010,5,16,17.41,4.48
2010,5,17,17.59,6.34
2010,5,18,17.58,5.03
2010,5,19,18.5,4.18
2010,5,20,20.73,4.52
2010,5,21,22.28,8.41
2010,5,22,22.74,9.28
2010,5,23,25.03,8.92
2010,5,24,27.12,12.34
2010,5,25,27.9,14.65
2010,5,26,20.53,11.35
2010,5,27,19.6,10.39
2010,5,28,19.54,7.36
2010,5,29,19.06,8.32
2010,5,30,19.2,11.23
2010,5,31,17.61,8.0
2010,6,1,17.81,8.34
2010,6,2,21.37,10.43
2010,6,3,23.68,8.16
2010,6,4,26.26,10.4
2010,6,5,27.68,13.44
2010,6,6,22.41,12.32
2010,6,7,22.48,10.71
2010,6,8,21.64,13.3
2010,6,9,17.42,13.39
2010,6,10,23.34,14.48
2010,6,11,24.63,13.88
2010,6,12,20.92,11.35
2010,6,13,18.19,7.97
2010,6,14,18.9,11.25
2010,6,15,20.77,10.7
2010,6,16,21.36,8.55
2010,6,17,19.16,12.24
2010,6,18,21.61,10.79
2010,6,19,16.73,8.41
2010,6,20,15.46,7.21
2010,6,21,18.93,7.98
2010,6,22,22.4,6.72
2010,6,23,24.82,10.22
2010,6,24,26.1,10.66
2010,6,25,26.23,10.95
2010,6,26,28.38,13.46
2010,6,27,29.12,15.89
2010,6,28,28.82,16.25
2010,6,29,27.31,15.38
2010,6,30,28.94,14.62
2010,7,1,31.35,16.92
2010,7,2,33.04,19.5
2010,7,3,22.54,15.14
2010,7,4,25.31,12.93
2010,7,5,23.05,12.32
2010,7,6,24.63,10.19
2010,7,7,28.05,12.52
2010,7,8,31.15,17.2
2010,7,9,32.33,19.44
2010,7,10,28.25,17.35
2010,7,11,30.37,18.24
2010,7,12,23.48,18.63
2010,7,13,26.7,15.73
2010,7,14,25.56,15.7
2010,7,15,23.16,13.47
2010,7,16,24.44,13.93
2010,7,17,22.28,11.43
2010,7,18,23.82,10.63
2010,7,19,27.87,11.75
2010,7,20,29.9,16.01
2010,7,21,23.77,15.74
2010,7,22,23.89,13.7
2010,7,23,21.27,13.28
2010,7,24,22.08,11.1
2010,7,25,21.54,13.83
2010,7,26,22.59,12.77
2010,7,27,25.72,15.28
2010,7,28,26.13,16.25
2010,7,29,22.67,13.39
2010,7,30,24.2,12.0
2010,7,31,27.15,15.58
2010,8,1,22.87,14.75
2010,8,2,23.84,13.17
2010,8,3,23.75,11.48
2010,8,4,23.0,13.96
2010,8,5,21.5,11.36
2010,8,6,23.96,9.34
2010,8,7,25.95,14.64
2010,8,8,24.22,12.31
2010,8,9,25.71,12.47
2010,8,10,26.43,13.13
2010,8,11,23.89,13.97
2010,8,12,22.63,10.55
2010,8,13,21.32,10.2
2010,8,14,20.73,10.78
2010,8,15,17.09,13.68
2010,8,16,17.43,13.16
2010,8,17,19.86,13.6
2010,8,18,21.69,11.32
2010,8,19,23.59,9.95
2010,8,20,28.46,13.0
2010,8,21,28.87,15.46
2010,8,22,26.74,17.8
2010,8,23,22.99,14.27
2010,8,24,21.75,10.97
2010,8,25,22.88,11.25
2010,8,26,26.6,17.61
2010,8,27,23.79,12.72
2010,8,28,20.43,9.72
2010,8,29,19.93,10.34
2010,8,30,18.42,8.86
2010,8,31,20.92,8.06
2010,9,1,22.17,7.96
2010,9,2,23.36,10.05
2010,9,3,23.36,9.57
2010,9,4,22.72,9.82
2010,9,5,24.09,9.91
2010,9,6,19.61,11.48
2010,9,7,22.53,12.34
2010,9,8,16.83,10.59
2010,9,9,21.08,10.29
2010,9,10,22.42,9.38
2010,9,11,24.7,11.77
2010,9,12,20.92,10.03
2010,9,13,21.14,9.2
2010,9,14,22.59,12.77
2010,9,15,19.8,12.91
2010,9,16,19.04,9.45
2010,9,17,18.35,7.11
2010,9,18,17.91,5.8
2010,9,19,18.63,5.53
2010,9,20,21.63,6.62
2010,9,21,23.08,7.67
2010,9,22,25.11,8.83
2010,9,23,22.36,12.97
2010,9,24,17.93,11.51
2010,9,25,14.88,7.13
2010,9,26,13.12,6.06
2010,9,27,15.72,6.24
2010,9,28,17.79,6.33
2010,9,29,18.88,10.2
2010,9,30,17.87,8.73
2010,10,1,17.16,7.82
2010,10,2,20.14,13.24
2010,10,3,24.53,13.15
2010,10,4,18.86,14.3
2010,10,5,18.78,10.0
2010,10,6,20.3,12.37
2010,10,7,21.75,12.62
2010,10,8,22.84,10.16
2010,10,9,23.84,11.24
2010,10,10,19.25,9.04
2010,10,11,19.69,5.23
2010,10,12,17.21,4.9
2010,10,13,13.82,2.64
2010,10,14,14.81,2.91
2010,10,15,14.54,6.87
2010,10,16,13.86,4.27
2010,10,17,9.58,2.2
2010,10,18,13.07,0.89
2010,10,19,13.17,7.64
2010,10,20,10.46,0.36
2010,10,21,10.69,-0.48
2010,10,22,11.33,0.88
2010,10,23,10.57,0.17
2010,10,24,11.53,4.41
2010,10,25,11.35,0.81
2010,10,26,11.63,0.17
2010,10,27,13.85,3.74
2010,10,28,14.5,6.55
2010,10,29,15.04,4.67
2010,10,30,14.76,8.02
2010,10,31,16.93,8.09
2010,11,1,14.63,6.16
2010,11,2,12.99,6.04
2010,11,3,16.14,9.4
2010,11,4,18.14,10.86
2010,11,5,16.97,10.76
2010,11,6,12.23,7.79
2010,11,7,8.14,4.78
2010,11,8,5.55,3.35
2010,11,9,10.14,5.47
2010,11,10,9.59,0.72
2010,11,11,13.11,-0.07
2010,11,12,14.2,8.77
2010,11,13,15.11,12.91
2010,11,14,12.89,5.21
2010,11,15,11.12,2.59
2010,11,16,10.37,1.7
2010,11,17,5.94,0.9
2010,11,18,8.79,2.42
2010,11,19,6.95,3.19
2010,11,20,10.7,3.6
2010,11,21,5.69,3.03
2010,11,22,5.47,1.74
2010,11,23,6.69,0.99
2010,11,24,6.78,1.39
2010,11,25,4.1,-1.15
2010,11,26,3.47,-2.15
2010,11,27,1.77,-3.98
2010,11,28,1.37,-4.92
2010,11,29,0.43,-4.52
2010,11,30,-0.04,-4.71
2010,12,1,-1.57,-3.85
2010,12,2,-0.73,-3.96
2010,12,3,-0.3,-5.79
2010,12,4,0.9,-5.62
2010,12,5,1.25,-1.1
2010,12,6,1.46,-1.53
2010,12,7,-0.36,-3.91
2010,12,8,-0.61,-2.07
2010,12,9,1.27,-4.59
2010,12,10,1.98,-3.87
2010,12,11,3.34,1.16
2010,12,12,2.26,-1.57
2010,12,13,-0.24,-6.69
2010,12,14,1.19,-6.85
2010,12,15,2.13,-6.92
2010,12,16,1.88,-0.52
2010,12,17,0.94,-5.79
2010,12,18,0.27,-5.43
2010,12,19,1.97,-4.95
2010,12,20,1.01,-4.91
2010,12,21,1.45,0.18
2010,12,22,1.09,-1.08
2010,12,23,-1.3,-2.68
2010,12,24,-0.86,-2.86
2010,12,25,-1.37,-6.85
2010,12,26,0.5,-7.23
2010,12,27,-2.1,-4.94
2010,12,28,0.38,-5.09
2010,12,29,1.56,0.45
2010,12,30,1.94,-1.78
2010,12,31,0.97,-3.37
2011,1,1,1.33,-3.79
2011,1,2,2.53,-3.08
2011,1,3,1.71,-2.28
2011,1,4,0.42,-4.87
2011,1,5,2.65,-6.0
2011,1,6,8.63,2.79
2011,1,7,8.88,5.63
2011,1,8,11.54,6.56
2011,1,9,7.27,1.41
2011,1,10,5.14,-1.46
2011,1,11,8.58,-1.2
2011,1,12,9.81,2.09
2011,1,13,12.86,8.3
2011,1,14,11.78,6.48
2011,1,15,9.94,6.1
2011,1,16,10.54,3.87
2011,1,17,6.6,4.31
2011,1,18,8.77,1.05
2011,1,19,6.07,0.21
2011,1,20,5.35,-0.79
2011,1,21,2.47,-3.28
2011,1,22,4.08,-2.0
2011,1,23,5.14,1.05
2011,1,24,6.93,0.6
2011,1,25,5.79,0.41
2011,1,26,4.22,-0.05
2011,1,27,5.12,-2.63
2011,1,28,1.87,-4.0
2011,1,29,2.29,-4.37
2011,1,30,2.22,-4.36
2011,1,31,0.59,-4.09
2011,2,1,0.87,-5.15
2011,2,2,2.63,0.03
2011,2,3,6.09,0.35
2011,2,4,8.67,0.32
2011,2,5,11.63,7.28
2011,2,6,10.02,2.33
2011,2,7,12.11,2.14
2011,2,8,11.77,4.1
2011,2,9,10.23,4.18
2011,2,10,12.03,3.63
2011,2,11,15.74,4.18
2011,2,12,10.73,1.51
2011,2,13,8.95,1.64
2011,2,14,8.65,2.3
2011,2,15,6.75,2.25
2011,2,16,9.61,1.96
2011,2,17,9.4,0.95
2011,2,18,8.3,-0.23
2011,2,19,6.0,0.7
2011,2,20,7.72,2.56
2011,2,21,9.03,1.47
2011,2,22,7.62,-1.81
2011,2,23,5.04,-2.13
2011,2,24,13.02,4.41
2011,2,25,11.18,5.3
2011,2,26,12.04,5.08
2011,2,27,8.82,-0.04
2011,2,28,6.95,-0.49
2011,3,1,9.25,0.31
2011,3,2,10.52,-0.23
2011,3,3,8.69,-3.18
2011,3,4,9.91,-2.24
2011,3,5,9.03,-1.57
2011,3,6,8.87,-1.9
2011,3,7,8.84,-3.62
2011,3,8,14.61,-3.05
2011,3,9,11.93,3.1
2011,3,10,11.64,2.85
2011,3,11,13.48,4.3
2011,3,12,14.52,2.04
2011,3,13,11.23,6.25
2011,3,14,15.21,5.48
2011,3,15,18.79,5.89
2011,3,16,16.89,6.34
2011,3,17,9.43,4.21
2011,3,18,11.17,4.09
2011,3,19,10.89,1.67
2011,3,20,11.93,-1.26
2011,3,21,14.08,-1.72
2011,3,22,15.84,-0.85
2011,3,23,17.58,1.19
2011,3,24,17.84,3.13
2011,3,25,20.15,5.02
2011,3,26,16.4,7.4
2011,3,27,16.32,6.89
2011,3,28,16.45,4.31
2011,3,29,16.35,3.11
2011,3,30,13.58,6.98
2011,3,31,17.63,9.39
2011,4,1,18.65,9.59
2011,4,2,23.57,8.73
2011,4,3,14.1,7.41
2011,4,4,14.08,5.04
2011,4,5,16.98,4.33
2011,4,6,22.94,7.38
2011,4,7,22.48,8.35
2011,4,8,20.33,7.68
2011,4,9,21.06,5.82
2011,4,10,23.63,6.32
2011,4,11,21.0,8.87
2011,4,12,13.9,3.24
2011,4,13,14.13,2.24
2011,4,14,13.76,3.87
2011,4,15,16.25,4.21
2011,4,16,17.43,2.79
2011,4,17,17.86,3.76
2011,4,18,21.26,4.66
2011,4,19,23.35,8.33
2011,4,20,23.49,7.92
2011,4,21,22.56,8.06
2011,4,22,23.61,11.17
2011,4,23,24.8,11.67
2011,4,24,22.37,10.79
2011,4,25,23.62,10.81
2011,4,26,21.75,8.21
2011,4,27,18.98,7.88
2011,4,28,13.2,7.3
2011,4,29,17.34,6.23
2011,4,30,19.08,7.55
